Open,High,Low,Close,Volume,EMA,EMAA,vwap,UpperBand1,LowerBand1,UpperBand2,LowerBand2,UpperBand3,LowerBand3
13217.0,13219.75,13216.25,13219.5,65.0,13218.543218496969,13217.600329636745,13221.361171875,13226.032174799118,13216.690168950881,13230.703177723237,13212.019166026763,13235.374180647355,13207.348163102644
13219.0,13219.5,13217.75,13219.5,60.0,13218.67078936404,13218.022478606357,13221.326917177914,13225.997920102032,13216.655914253795,13230.66892302615,13211.984911329677,13235.33992595027,13207.313908405558
13219.75,13224.0,13219.75,13223.25,103.0,13219.281350782168,13219.184150027168,13221.385816235505,13226.056819159623,13216.714813311386,13230.727822083742,13212.043810387268,13235.39882500786,13207.372807463149
13223.75,13223.75,13221.75,13222.5,46.0,13219.710504011213,13219.921005576685,13221.400850689352,13226.07185361347,13216.729847765233,13230.742856537589,13212.058844841114,13235.413859461707,13207.387841916996
13223.0,13224.5,13223.0,13223.0,49.0,13220.149103476386,13220.605226559645,13221.423510699826,13226.094513623944,13216.752507775707,13230.765516548063,13212.081504851589,13235.436519472181,13207.41050192747
13223.5,13226.25,13223.0,13224.75,119.0,13220.7625563462,13221.526287324166,13221.534176684372,13226.20517960849,13216.863173760254,13230.87618253261,13212.192170836135,13235.547185456728,13207.521167912017
13224.5,13224.5,13223.75,13223.75,36.0,13221.160882166707,13222.020445696575,13221.556255189593,13226.227258113711,13216.885252265474,13230.89826103783,13212.214249341356,13235.569263961948,13207.543246417237
13223.75,13225.5,13223.5,13224.25,43.0,13221.57276454448,13222.515902208448,13221.587937636761,13226.25894056088,13216.916934712643,13230.929943484998,13212.245931788524,13235.600946409117,13207.574928864406
13224.25,13224.5,13224.0,13224.0,13.0,13221.896395938551,13222.84570171768,13221.5964840556,13226.26748697972,13216.925481131482,13230.938489903838,13212.254478207364,13235.609492827956,13207.583475283245
13224.75,13225.25,13222.0,13222.75,73.0,13222.01020981341,13222.824434669306,13221.618987172635,13226.289990096753,13216.947984248516,13230.960993020872,13212.276981324398,13235.63199594499,13207.60597840028
13223.0,13223.0,13221.25,13222.25,38.0,13222.04218183829,13222.696782520572,13221.625330687832,13226.29633361195,13216.954327763713,13230.967336536069,13212.283324839595,13235.638339460187,13207.612321915476
13223.0,13223.0,13222.0,13222.75,25.0,13222.136557593183,13222.708608627112,13221.632720105124,13226.303723029243,13216.961717181006,13230.974725953361,13212.290714256887,13235.64572887748,13207.619711332769
13222.75,13223.75,13222.75,13222.75,17.0,13222.218349914092,13222.717806709976,13221.63768969126,13226.30869261538,13216.966686767142,13230.979695539498,13212.295683843024,13235.650698463616,13207.624680918905
13222.5,13223.5,13220.75,13221.25,40.0,13222.089236592214,13222.391627441091,13221.63367426204,13226.30467718616,13216.962671337922,13230.975680110278,13212.291668413804,13235.646683034396,13207.620665489685
13221.5,13222.75,13220.75,13221.75,120.0,13222.044005046586,13222.249043565293,13221.63717980914,13226.308182733259,13216.966176885022,13230.979185657377,13212.295173960903,13235.650188581496,13207.624171036785
13222.25,13224.0,13222.25,13224.0,16.0,13222.304804373709,13222.638144995228,13221.64663581791,13226.317638742028,13216.975632893791,13230.988641666147,13212.304629969673,13235.659644590265,13207.633627045554
13224.5,13224.75,13223.25,13224.0,63.0,13222.530830457215,13222.940779440733,13221.68314454568,13226.354147469798,13217.01214162156,13231.025150393916,13212.341138697442,13235.696153318035,13207.670135773324
13224.25,13225.25,13223.5,13224.5,33.0,13222.793386396253,13223.287272898348,13221.705850024426,13226.376852948544,13217.034847100307,13231.047855872663,13212.363844176189,13235.718858796781,13207.69284125207
13224.5,13228.0,13224.5,13227.0,116.0,13223.354268210087,13224.112323365382,13221.851722090261,13226.52272501438,13217.180719166143,13231.193727938498,13212.509716242024,13235.864730862617,13207.838713317906
13227.0,13227.0,13225.0,13225.75,35.0,13223.67369911541,13224.476251506407,13221.883863368668,13226.554866292787,13217.21286044455,13231.225869216905,13212.541857520431,13235.896872141024,13207.870854596313
13225.75,13226.75,13225.75,13226.75,27.0,13224.08387256669,13224.981528949427,13221.914618445693,13226.585621369812,13217.243615521575,13231.25662429393,13212.572612597456,13235.927627218049,13207.901609673338
13227.0,13228.75,13226.0,13227.5,72.0,13224.539356224464,13225.541189182888,13222.00719383057,13226.678196754689,13217.336190906452,13231.349199678807,13212.665187982333,13236.020202602926,13207.994185058214
13227.25,13228.0,13226.5,13226.5,62.0,13224.800775394535,13225.754258253359,13222.070415342714,13226.741418266833,13217.399412418596,13231.412421190951,13212.728409494477,13236.08342411507,13208.057406570359
13226.75,13226.75,13225.0,13226.0,36.0,13224.960672008598,13225.80886753039,13222.102262494373,13226.773265418491,13217.431259570254,13231.44426834261,13212.760256646136,13236.115271266728,13208.089253722017
13225.25,13226.0,13224.0,13224.25,42.0,13224.865915740786,13225.462452523638,13222.12237957181,13226.79338249593,13217.451376647692,13231.464385420048,13212.780373723574,13236.135388344166,13208.109370799455
13225.0,13226.5,13223.75,13226.25,48.0,13225.050460308681,13225.63746307394,13222.166096646073,13226.837099570192,13217.495093721955,13231.50810249431,13212.824090797836,13236.179105418429,13208.153087873718
13226.5,13227.5,13226.25,13226.25,27.0,13225.21039893419,13225.77358239084,13222.190282956788,13226.861285880907,13217.51928003267,13231.532288805025,13212.848277108551,13236.203291729144,13208.177274184432
13226.25,13227.0,13225.5,13226.25,87.0,13225.349012409632,13225.879452970654,13222.266304347826,13226.937307271945,13217.595301423707,13231.608310196063,13212.924298499589,13236.279313120182,13208.25329557547
13225.5,13227.25,13221.75,13223.0,91.0,13225.035810755013,13225.23957453273,13222.2803989867,13226.95140191082,13217.609396062582,13231.622404834938,13212.938393138464,13236.293407759056,13208.267390214345
13222.25,13223.0,13219.0,13220.25,115.0,13224.397702654345,13224.130780192125,13222.23227535037,13226.903278274489,13217.561272426252,13231.574281198607,13212.890269502133,13236.245284122726,13208.219266578015
13220.75,13220.75,13217.5,13219.25,105.0,13223.711342300434,13223.046162371653,13222.169104296954,13226.840107221073,13217.498101372836,13231.511110145191,13212.827098448717,13236.18211306931,13208.156095524599
13219.0,13219.0,13216.75,13217.5,62.0,13222.883163327044,13221.81368184462,13222.111426579,13226.782429503119,13217.440423654882,13231.453432427237,13212.769420730763,13236.124435351356,13208.098417806645
13218.0,13219.5,13215.75,13219.5,67.0,13222.432074883438,13221.299530323593,13222.077025167126,13226.748028091244,13217.406022243007,13231.419031015363,13212.735019318889,13236.090033939481,13208.06401639477
13219.75,13221.5,13218.75,13219.5,109.0,13222.041131565647,13220.899634696127,13222.022954764196,13226.693957688314,13217.351951840077,13231.364960612433,13212.680948915959,13236.035963536551,13208.00994599184
13219.5,13222.0,13219.5,13220.75,39.0,13221.868980690228,13220.866382541433,13222.013469621705,13226.684472545823,13217.342466697586,13231.355475469942,13212.671463773468,13236.02647839406,13208.00046084935
13220.25,13220.75,13217.0,13217.0,47.0,13221.219783264864,13220.007186421115,13221.968850596479,13226.639853520597,13217.29784767236,13231.310856444716,13212.626844748242,13235.981859368834,13207.955841824123
13217.0,13219.0,13217.0,13218.25,46.0,13220.823812162882,13219.616700549755,13221.936737375634,13226.607740299753,13217.265734451516,13231.278743223871,13212.594731527397,13235.94974614799,13207.923728603279
13218.5,13220.25,13218.0,13219.25,51.0,13220.613970541166,13219.5352115387,13221.91125883228,13226.582261756399,13217.240255908162,13231.253264680518,13212.569252984043,13235.924267604636,13207.898250059925
13218.75,13218.75,13211.25,13214.25,227.0,13219.765441135678,13218.360720085655,13221.600981266725,13226.271984190844,13216.929978342607,13230.942987114962,13212.258975418488,13235.61399003908,13207.58797249437
13214.75,13217.75,13214.0,13215.5,79.0,13219.19671565092,13217.725004511065,13221.516185784658,13226.187188708776,13216.84518286054,13230.858191632895,13212.17417993642,13235.529194557013,13207.503177012302
13214.25,13214.75,13212.25,13213.5,107.0,13218.43715356413,13216.786114619717,13221.36807114488,13226.039074068998,13216.697068220761,13230.710076993117,13212.026065296643,13235.381079917235,13207.355062372524
13214.5,13216.0,13214.0,13215.25,36.0,13218.012199755578,13216.444755815337,13221.330272867684,13226.001275791803,13216.659269943566,13230.672278715921,13211.988267019447,13235.34328164004,13207.317264095329
13215.5,13218.5,13214.0,13217.5,90.0,13217.943906454835,13216.67925452304,13221.272012844347,13225.943015768466,13216.601009920229,13230.614018692584,13211.93000699611,13235.285021616703,13207.259004071992
13217.25,13219.25,13214.5,13219.25,192.0,13218.118052260856,13217.250531295698,13221.208462923556,13225.879465847675,13216.537459999437,13230.550468771793,13211.866457075319,13235.221471695912,13207.1954541512
13219.0,13219.0,13214.5,13215.75,117.0,13217.802311959409,13216.917079896655,13221.105886604562,13225.77688952868,13216.434883680444,13230.4478924528,13211.763880756325,13235.118895376918,13207.092877832207
13216.0,13218.0,13215.0,13215.0,60.0,13217.428670364821,13216.491062141842,13221.047605790645,13225.718608714764,13216.376602866527,13230.389611638882,13211.705599942408,13235.060614563,13207.03459701829
13214.5,13214.5,13209.75,13211.0,225.0,13216.57151431618,13215.270826110322,13220.700391644908,13225.371394569027,13216.02938872079,13230.042397493145,13211.358385796671,13234.713400417264,13206.687382872553
13210.75,13214.0,13208.5,13214.0,174.0,13216.22864574069,13214.98842030803,13220.525991024682,13225.1969939488,13215.854988100564,13229.86799687292,13211.183985176445,13234.538999797038,13206.512982252327
13213.5,13217.0,13213.0,13214.5,122.0,13215.998159641931,13214.8798824618,13220.417988835023,13225.088991759141,13215.746985910904,13229.75999468326,13211.075982986786,13234.430997607378,13206.404980062667
13214.25,13217.5,13213.5,13217.25,105.0,13216.165071689673,13215.406575248067,13220.36986400463,13225.040866928748,13215.698861080511,13229.711869852867,13211.027858156393,13234.382872776985,13206.356855232274
13217.0,13217.25,13215.25,13217.25,59.0,13216.309728797716,13215.81622519294,13220.34345861426,13225.014461538378,13215.67245569014,13229.685464462496,13211.001452766022,13234.356467386615,13206.330449841904
13218.0,13221.0,13216.0,13219.25,162.0,13216.70176495802,13216.579286261176,13220.31862470209,13224.989627626208,13215.647621777971,13229.660630550326,13210.976618853852,13234.331633474445,13206.305615929734
13218.75,13220.5,13216.25,13217.0,113.0,13216.741529630284,13216.672778203138,13220.266871377311,13224.93787430143,13215.595868453192,13229.608877225548,13210.924865529074,13234.279880149666,13206.253862604955
13217.25,13218.5,13217.0,13217.0,50.0,13216.775992346247,13216.745494157996,13220.24448327851,13224.915486202628,13215.573480354391,13229.586489126747,13210.902477430272,13234.257492050865,13206.231474506154
13217.5,13220.25,13216.25,13220.0,87.0,13217.205860033415,13217.468717678441,13220.241602329676,13224.912605253794,13215.570599405557,13229.583608177913,13210.899596481438,13234.254611102031,13206.22859355732
13220.5,13221.75,13219.25,13220.75,70.0,13217.67841202896,13218.197891527678,13220.246377297732,13224.91738022185,13215.575374373613,13229.588383145969,13210.904371449495,13234.259386070087,13206.233368525376
13220.75,13224.5,13220.25,13223.25,110.0,13218.421290425098,13219.320582299306,13220.290063466879,13224.961066390997,13215.61906054276,13229.632069315116,13210.948057618642,13234.303072239234,13206.277054694523
13223.5,13225.25,13222.0,13224.75,91.0,13219.265118368417,13220.527119566126,13220.343088581134,13225.014091505253,13215.672085657015,13229.685094429371,13211.001082732897,13234.35609735349,13206.330079808778
13224.25,13224.25,13220.75,13222.25,81.0,13219.663102585962,13220.909981884764,13220.363057530705,13225.034060454824,13215.692054606587,13229.705063378942,13211.021051682468,13234.37606630306,13206.35004875835
13222.25,13222.5,13221.0,13221.0,53.0,13219.841355574501,13220.929985910372,13220.367392141756,13225.038395065874,13215.696389217637,13229.709397989993,13211.025386293519,13234.380400914111,13206.3543833694
13220.5,13222.0,13219.0,13220.5,95.0,13219.929174831235,13220.834433485845,13220.368990232146,13225.039993156264,13215.697987308027,13229.710996080383,13211.026984383909,13234.381999004501,13206.35598145979
13220.5,13222.5,13219.5,13220.75,112.0,13220.03861818707,13220.815670488992,13220.374327704816,13225.045330628935,13215.703324780698,13229.716333553053,13211.032321856579,13234.387336477172,13206.36131893246
13220.25,13222.0,13220.25,13221.0,41.0,13220.166802428794,13220.856632602548,13220.377519910404,13225.048522834522,13215.706516986285,13229.71952575864,13211.035514062167,13234.39052868276,13206.364511138048
13221.5,13224.25,13221.0,13223.5,57.0,13220.611228771622,13221.44404757976,13220.399511923884,13225.070514848003,13215.728508999766,13229.741517772121,13211.057506075647,13234.41252069624,13206.386503151529
13223.0,13225.0,13221.25,13221.25,61.0,13220.696398268741,13221.400925895368,13220.405874417464,13225.076877341582,13215.734871493345,13229.7478802657,13211.063868569227,13234.41888318982,13206.392865645108
13221.0,13221.75,13220.5,13220.5,42.0,13220.67021183291,13221.200720140841,13220.406356759395,13225.077359683513,13215.735353835276,13229.748362607632,13211.064350911158,13234.41936553175,13206.39334798704
13220.5,13220.5,13217.75,13219.0,74.0,13220.447516921855,13220.711671220653,13220.393772672309,13225.064775596427,13215.72276974819,13229.735778520546,13211.051766824072,13234.406781444664,13206.380763899953
13219.0,13219.5,13216.0,13216.75,113.0,13219.954514665607,13219.831299838286,13220.344655851128,13225.015658775246,13215.67365292701,13229.686661699365,13211.00265000289,13234.357664623483,13206.331647078772
