Open,High,Low,Close,Volume,EMA,EMAA,vwap,UpperBand1,LowerBand1,UpperBand2,LowerBand2,UpperBand3,LowerBand3
13049.0,13049.0,13048.5,13048.5,5,13048.738250469318,13048.615392483836,13048.29679144385,13059.00508421652,13059.00508421652,13069.713376989192,13069.713376989192,13080.421669761861,13080.421669761861
13048.75,13048.75,13048.0,13048.0,7,13048.63981707341,13048.478638598539,13048.295562130177,13059.003854902847,13059.003854902847,13069.712147675518,13069.712147675518,13080.420440448188,13080.420440448188
13048.0,13048.0,13046.25,13046.25,30,13048.321174796956,13047.983385576641,13048.25988372093,13058.9681764936,13058.9681764936,13069.676469266271,13069.676469266271,13080.38476203894,13080.38476203894
13047.25,13047.25,13046.0,13046.75,18,13048.11168482403,13047.709299892942,13048.244246260068,13058.952539032738,13058.952539032738,13069.66083180541,13069.66083180541,13080.36912457808,13080.36912457808
13046.25,13047.0,13046.25,13046.5,17,13047.896793514159,13047.4405665834,13048.22735042735,13058.93564320002,13058.93564320002,13069.643935972692,13069.643935972692,13080.352228745362,13080.352228745362
13046.25,13047.75,13043.75,13044.75,108,13047.477221045605,13046.842662898202,13048.02576489533,13058.734057668,13058.734057668,13069.442350440671,13069.442350440671,13080.150643213341,13080.150643213341
13044.75,13044.75,13043.25,13044.0,58,13047.013591572859,13046.210960031935,13047.904216553878,13058.612509326547,13058.612509326547,13069.320802099219,13069.320802099219,13080.029094871888,13080.029094871888
13043.75,13044.5,13043.25,13044.0,34,13046.611779363146,13045.719635580394,13047.83631713555,13058.54460990822,13058.54460990822,13069.252902680892,13069.252902680892,13079.961195453561,13079.961195453561
13044.75,13045.5,13041.75,13044.0,150,13046.263542114728,13045.337494340305,13047.56294536817,13058.27123814084,13058.27123814084,13068.979530913512,13068.979530913512,13079.687823686181,13079.687823686181
13044.0,13045.75,13044.0,13045.75,47,13046.195069832764,13045.429162264682,13047.523350371746,13058.231643144416,13058.231643144416,13068.939935917087,13068.939935917087,13079.648228689757,13079.648228689757
13045.25,13045.75,13044.5,13044.75,39,13046.002393855062,13045.278237316976,13047.473984481972,13058.182277254642,13058.182277254642,13068.890570027314,13068.890570027314,13079.598862799983,13079.598862799983
13044.75,13046.25,13044.5,13044.75,28,13045.83540800772,13045.160851246535,13047.439612438035,13058.147905210704,13058.147905210704,13068.856197983376,13068.856197983376,13079.564490756045,13079.564490756045
13044.75,13044.75,13042.75,13043.5,38,13045.524020273358,13044.79177319175,13047.373283119185,13058.081575891854,13058.081575891854,13068.789868664526,13068.789868664526,13079.498161437195,13079.498161437195
13043.5,13043.5,13040.5,13042.75,78,13045.154150903578,13044.338045815804,13047.218843683084,13057.927136455753,13057.927136455753,13068.635429228425,13068.635429228425,13079.343722001095,13079.343722001095
13043.0,13043.0,13041.0,13041.75,71,13044.700264116434,13043.762924523404,13047.057460515378,13057.765753288048,13057.765753288048,13068.474046060719,13068.474046060719,13079.182338833389,13079.182338833389
13041.25,13041.5,13037.5,13040.5,199,13044.140228900911,13043.03783018487,13046.556525911708,13057.264818684378,13057.264818684378,13067.97311145705,13067.97311145705,13078.68140422972,13078.68140422972
13040.75,13041.5,13039.5,13040.0,96,13043.588198380789,13042.362756810455,13046.32349129952,13057.03178407219,13057.03178407219,13067.74007684486,13067.74007684486,13078.44836961753,13078.44836961753
13039.5,13040.0,13036.25,13038.25,156,13042.876438596682,13041.448810852577,13045.882656632832,13056.590949405501,13056.590949405501,13067.299242178173,13067.299242178173,13078.007534950842,13078.007534950842
13038.25,13038.5,13037.0,13037.5,44,13042.159580117126,13040.571297329783,13045.755515339539,13056.463808112208,13056.463808112208,13067.17210088488,13067.17210088488,13077.88039365755,13077.88039365755
13037.5,13040.0,13037.5,13038.75,30,13041.704969434842,13040.166564589832,13045.683810986011,13056.39210375868,13056.39210375868,13067.100396531352,13067.100396531352,13077.808689304022,13077.808689304022
13039.75,13040.5,13038.75,13040.0,44,13041.477640176863,13040.129550236536,13045.59974789916,13056.308040671829,13056.308040671829,13067.0163334445,13067.0163334445,13077.72462621717,13077.72462621717
13040.25,13043.25,13040.25,13043.25,95,13041.713954819948,13040.822983517306,13045.527035830619,13056.235328603289,13056.235328603289,13066.94362137596,13066.94362137596,13077.65191414863,13077.65191414863
13043.25,13043.5,13041.25,13042.25,45,13041.785427510622,13041.140098291238,13045.479695024078,13056.187987796748,13056.187987796748,13066.89628056942,13066.89628056942,13077.604573342089,13077.604573342089
13042.5,13043.5,13042.25,13042.5,22,13041.88070384254,13041.442298670961,13045.458798214855,13056.167090987525,13056.167090987525,13066.875383760196,13066.875383760196,13077.583676532866,13077.583676532866
13043.0,13043.75,13042.5,13042.75,50,13041.996609996868,13041.732898966304,13045.416300596173,13056.124593368842,13056.124593368842,13066.832886141514,13066.832886141514,13077.541178914184,13077.541178914184
13042.5,13043.0,13041.75,13043.0,33,13042.13039533062,13042.014476973793,13045.39153726708,13056.09983003975,13056.09983003975,13066.808122812421,13066.808122812421,13077.51641558509,13077.51641558509
13043.0,13043.0,13040.75,13041.5,33,13042.046342619871,13041.900148757395,13045.352059637258,13056.060352409928,13056.060352409928,13066.7686451826,13066.7686451826,13077.476937955269,13077.476937955269
13042.25,13043.25,13041.75,13042.5,67,13042.106830270555,13042.03344903353,13045.294503012048,13056.002795784718,13056.002795784718,13066.71108855739,13066.71108855739,13077.419381330059,13077.419381330059
13043.0,13043.0,13041.25,13041.5,16,13042.025919567815,13041.914904803856,13045.276303956834,13055.984596729504,13055.984596729504,13066.692889502176,13066.692889502176,13077.401182274845,13077.401182274845
13041.0,13043.25,13040.25,13043.0,33,13042.155796958774,13042.156037069664,13045.254007123776,13055.962299896446,13055.962299896446,13066.670592669117,13066.670592669117,13077.378885441787,13077.378885441787
13042.5,13042.75,13041.0,13042.75,27,13042.235024030937,13042.288028831961,13045.234098939929,13055.942391712599,13055.942391712599,13066.65068448527,13066.65068448527,13077.35897725794,13077.35897725794
13042.25,13042.25,13040.5,13040.5,10,13042.00368749348,13041.890689091526,13045.22019964768,13055.92849242035,13055.92849242035,13066.63678519302,13066.63678519302,13077.34507796569,13077.34507796569
13040.25,13040.25,13038.25,13039.5,44,13041.66986249435,13041.359424848964,13045.147246376811,13055.855539149481,13055.855539149481,13066.563831922153,13066.563831922153,13077.272124694822,13077.272124694822
13040.75,13041.5,13040.5,13041.0,28,13041.580547495103,13041.279552660306,13045.113858539391,13055.82215131206,13055.82215131206,13066.530444084732,13066.530444084732,13077.238736857402,13077.238736857402
13041.0,13041.25,13041.0,13041.25,10,13041.536474495757,13041.27298540246,13045.102780963303,13055.811073735973,13055.811073735973,13066.519366508644,13066.519366508644,13077.227659281314,13077.227659281314
13041.5,13044.25,13041.0,13042.75,89,13041.698277896323,13041.60121086858,13045.044240984065,13055.752533756735,13055.752533756735,13066.460826529406,13066.460826529406,13077.169119302076,13077.169119302076
13041.75,13043.0,13041.75,13043.0,55,13041.87184084348,13041.912052897784,13045.01328469163,13055.7215774643,13055.7215774643,13066.42987023697,13066.42987023697,13077.13816300964,13077.13816300964
13043.75,13044.75,13043.75,13044.75,40,13042.255595397683,13042.542707809389,13045.010416666666,13055.718709439336,13055.718709439336,13066.427002212007,13066.427002212007,13077.135294984677,13077.135294984677
13044.5,13045.25,13043.75,13044.5,42,13042.554849344659,13042.977661629524,13045.004644588045,13055.712937360715,13055.712937360715,13066.421230133386,13066.421230133386,13077.129522906056,13077.129522906056
13045.25,13045.25,13043.75,13043.75,28,13042.71420276537,13043.149292378519,13044.995256547301,13055.703549319971,13055.703549319971,13066.411842092642,13066.411842092642,13077.120134865312,13077.120134865312
13044.0,13044.25,13043.25,13043.5,25,13042.818975729988,13043.227227405514,13044.985333156357,13055.693625929027,13055.693625929027,13066.401918701698,13066.401918701698,13077.110211474368,13077.110211474368
13044.25,13044.5,13042.25,13042.5,29,13042.776445632657,13043.0656213154,13044.966346153846,13055.674638926515,13055.674638926515,13066.382931699187,13066.382931699187,13077.091224471857,13077.091224471857
13042.0,13042.25,13039.5,13039.5,79,13042.33958621497,13042.273261023089,13044.854903225807,13055.563195998477,13055.563195998477,13066.271488771148,13066.271488771148,13076.979781543818,13076.979781543818
13039.25,13039.75,13036.5,13038.0,179,13041.76097471964,13041.323647462403,13044.552232363098,13055.260525135767,13055.260525135767,13065.968817908439,13065.968817908439,13076.677110681108,13076.677110681108
13037.25,13037.25,13035.0,13036.5,118,13041.05951142369,13040.251725804092,13044.324484659635,13055.032777432305,13055.032777432305,13065.741070204976,13065.741070204976,13076.449362977646,13076.449362977646
13037.0,13038.5,13037.0,13037.5,49,13040.584909900532,13039.640231180962,13044.245261786307,13054.953554558977,13054.953554558977,13065.661847331648,13065.661847331648,13076.370140104318,13076.370140104318
13037.0,13037.75,13035.5,13035.5,60,13039.906921913793,13038.720179807415,13044.122693295958,13054.830986068628,13054.830986068628,13065.5392788413,13065.5392788413,13076.247571613969,13076.247571613969
13035.75,13037.5,13035.75,13035.75,41,13039.352665658622,13038.060139850211,13044.043267006016,13054.751559778686,13054.751559778686,13065.459852551357,13065.459852551357,13076.168145324027,13076.168145324027
13035.5,13035.5,13034.25,13034.75,40,13038.73897690414,13037.324553216831,13043.958046767539,13054.666339540208,13054.666339540208,13065.37463231288,13065.37463231288,13076.08292508555,13076.08292508555
13034.25,13034.5,13033.0,13033.5,71,13038.040446650255,13036.47465250198,13043.790548161516,13054.498840934186,13054.498840934186,13065.207133706857,13065.207133706857,13075.915426479527,13075.915426479527
13033.25,13033.25,13029.25,13032.5,291,13037.301720430221,13035.59139639043,13043.095046570703,13053.803339343372,13053.803339343372,13064.511632116044,13064.511632116044,13075.219924888714,13075.219924888714
13032.75,13032.75,13031.0,13031.0,58,13036.461491039527,13034.571086081445,13042.94834797156,13053.65664074423,13053.65664074423,13064.364933516901,13064.364933516901,13075.07322628957,13075.07322628957
13030.5,13031.25,13028.5,13028.5,71,13035.399958900924,13033.221955841125,13042.736966824645,13053.445259597314,13053.445259597314,13064.153552369986,13064.153552369986,13074.861845142656,13074.861845142656
13029.0,13032.0,13028.75,13031.25,75,13034.846631047467,13032.783743431984,13042.562144886364,13053.270437659034,13053.270437659034,13063.978730431705,13063.978730431705,13074.687023204375,13074.687023204375
13032.0,13033.0,13032.0,13032.5,26,13034.533746907804,13032.720689335989,13042.50933589019,13053.21762866286,13053.21762866286,13063.925921435532,13063.925921435532,13074.634214208201,13074.634214208201
13032.75,13034.75,13030.5,13031.0,126,13034.062580653432,13032.33831392799,13042.223868110235,13052.932160882905,13052.932160882905,13063.640453655576,13063.640453655576,13074.348746428246,13074.348746428246
13031.5,13033.75,13030.75,13033.75,37,13034.020903232975,13032.652021943992,13042.162595270667,13052.870888043337,13052.870888043337,13063.579180816008,13063.579180816008,13074.287473588678,13074.287473588678
13033.0,13033.25,13031.5,13032.75,19,13033.851449468579,13032.673794845326,13042.12777453271,13052.83606730538,13052.83606730538,13063.54436007805,13063.54436007805,13074.25265285072,13074.25265285072
13032.5,13032.5,13030.75,13031.5,34,13033.537922872769,13032.412951546365,13042.057882011606,13052.766174784276,13052.766174784276,13063.474467556947,13063.474467556947,13074.182760329617,13074.182760329617
13032.0,13033.0,13031.5,13033.0,35,13033.466199823068,13032.543406758285,13041.9969740634,13052.70526683607,13052.70526683607,13063.413559608742,13063.413559608742,13074.121852381411,13074.121852381411
13032.75,13032.75,13031.5,13031.75,26,13033.237373179993,13032.367094145331,13041.94604282164,13052.65433559431,13052.65433559431,13063.362628366982,13063.362628366982,13074.070921139652,13074.070921139652
13032.0,13032.75,13031.0,13032.75,23,13033.172390089328,13032.452184335258,13041.905786067759,13052.614078840428,13052.614078840428,13063.3223716131,13063.3223716131,13074.03066438577,13074.03066438577
13033.0,13033.5,13032.75,13033.5,17,13033.21607141075,13032.685032260757,13041.878675773098,13052.586968545767,13052.586968545767,13063.295261318439,13063.295261318439,13074.003554091109,13074.003554091109
13033.25,13034.0,13032.75,13034.0,31,13033.32059522265,13032.977247313924,13041.832610335723,13052.540903108393,13052.540903108393,13063.249195881064,13063.249195881064,13073.957488653734,13073.957488653734
13034.5,13035.75,13034.5,13035.5,38,13033.611182526296,13033.53785902194,13041.78754681648,13052.49583958915,13052.49583958915,13063.204132361821,13063.204132361821,13073.912425134491,13073.912425134491
13035.25,13035.5,13034.25,13035.0,45,13033.796358189456,13033.862779239287,13041.730826369545,13052.439119142215,13052.439119142215,13063.147411914886,13063.147411914886,13073.855704687556,13073.855704687556
13034.75,13035.25,13033.25,13034.25,43,13033.856843764195,13033.948828297223,13041.671564112012,13052.379856884681,13052.379856884681,13063.088149657353,13063.088149657353,13073.796442430023,13073.796442430023
13034.0,13034.5,13030.75,13031.5,154,13033.542597928968,13033.404644231174,13041.390944106055,13052.099236878725,13052.099236878725,13062.807529651396,13062.807529651396,13073.515822424066,13073.515822424066
13031.75,13031.75,13030.75,13031.25,25,13033.236918205106,13032.925834402024,13041.345728553593,13052.054021326263,13052.054021326263,13062.762314098934,13062.762314098934,13073.470606871604,13073.470606871604
13029.25,13029.75,13027.25,13029.0,179,13032.67199577776,13032.053426757131,13040.96379191151,13051.67208468418,13051.67208468418,13062.380377456851,13062.380377456851,13073.088670229521,13073.088670229521
13024.25,13028.0,13024.25,13028.0,403,13032.049063007391,13031.152665255548,13040.119647762158,13050.827940534828,13050.827940534828,13061.536233307499,13061.536233307499,13072.244526080169,13072.244526080169
13031.5,13031.75,13029.5,13031.25,180,13031.942521273073,13031.174295198758,13039.868974721307,13050.577267493976,13050.577267493976,13061.285560266648,13061.285560266648,13071.993853039317,13071.993853039317
13031.5,13031.5,13026.75,13027.0,97,13031.283518436663,13030.24667404348,13039.675920197958,13050.384212970628,13050.384212970628,13061.0925057433,13061.0925057433,13071.80079851597,13071.80079851597
13027.0,13030.0,13027.0,13029.75,67,13031.079049311775,13030.136302033818,13039.57412367978,13050.28241645245,13050.28241645245,13060.990709225121,13060.990709225121,13071.699001997791,13071.699001997791
13029.5,13029.75,13023.5,13024.25,194,13030.168509403538,13028.82823491519,13039.132191169912,13049.840483942582,13049.840483942582,13060.548776715254,13060.548776715254,13071.257069487923,13071.257069487923
13024.5,13028.75,13024.25,13028.25,83,13029.912708149734,13028.69973826737,13038.999559471366,13049.707852244035,13049.707852244035,13060.416145016707,13060.416145016707,13071.124437789376,13071.124437789376
13027.75,13028.75,13026.5,13028.0,66,13029.657680396434,13028.544240874622,13038.893979057591,13049.602271830261,13049.602271830261,13060.310564602933,13060.310564602933,13071.018857375602,13071.018857375602
13027.5,13030.5,13024.75,13025.25,130,13029.069989676911,13027.812187346928,13038.640807878961,13049.34910065163,13049.34910065163,13060.057393424302,13060.057393424302,13070.765686196972,13070.765686196972
13025.25,13025.5,13014.25,13018.0,567,13027.593991053323,13025.631701269833,13037.09540472732,13047.80369749999,13047.80369749999,13058.511990272662,13058.511990272662,13069.220283045332,13069.220283045332
13017.75,13017.75,13014.25,13017.0,192,13026.18145891288,13023.713545432092,13036.598518995492,13047.306811768161,13047.306811768161,13058.015104540833,13058.015104540833,13068.723397313503,13068.723397313503
13017.5,13023.0,13017.25,13020.0,157,13025.357264391163,13022.88831311385,13036.26956576622,13046.97785853889,13046.97785853889,13057.686151311562,13057.686151311562,13068.394444084232,13068.394444084232
13020.5,13021.75,13018.0,13021.75,92,13024.876295805676,13022.635354644106,13036.102882455703,13046.811175228373,13046.811175228373,13057.519468001045,13057.519468001045,13068.227760773714,13068.227760773714
13021.75,13024.0,13021.25,13023.5,90,13024.692789698252,13022.827498056527,13035.962919545904,13046.671212318573,13046.671212318573,13057.379505091245,13057.379505091245,13068.087797863915,13068.087797863915
13023.5,13023.5,13022.25,13023.0,54,13024.467084405152,13022.865831821744,13035.877114488845,13046.585407261515,13046.585407261515,13057.293700034186,13057.293700034186,13068.001992806856,13068.001992806856
13023.0,13025.0,13022.5,13024.25,80,13024.438139817797,13023.173424750245,13035.76420247633,13046.472495249,13046.472495249,13057.180788021671,13057.180788021671,13067.88908079434,13067.88908079434
13024.0,13025.5,13023.5,13025.5,60,13024.579721175425,13023.690441472412,13035.689985538684,13046.398278311353,13046.398278311353,13057.106571084025,13057.106571084025,13067.814863856695,13067.814863856695
13025.75,13026.25,13023.0,13023.75,151,13024.469091685369,13023.703676700765,13035.476594863298,13046.184887635967,13046.184887635967,13056.893180408639,13056.893180408639,13067.601473181308,13067.601473181308
13023.75,13024.0,13020.25,13022.0,110,13024.139879460654,13023.325081878373,13035.303394088094,13046.011686860764,13046.011686860764,13056.719979633435,13056.719979633435,13067.428272406105,13067.428272406105
13022.75,13025.0,13021.75,13024.0,86,13024.1212288659,13023.47506368318,13035.19094852516,13045.89924129783,13045.89924129783,13056.607534070501,13056.607534070501,13067.31582684317,13067.31582684317
13024.25,13028.25,13024.25,13027.5,135,13024.571731683782,13024.369493975806,13035.072693621867,13045.780986394537,13045.780986394537,13056.489279167208,13056.489279167208,13067.197571939878,13067.197571939878
13028.0,13028.5,13025.5,13026.75,44,13024.862167459278,13024.898495314515,13035.031193336355,13045.739486109025,13045.739486109025,13056.447778881697,13056.447778881697,13067.156071654366,13067.156071654366
13027.25,13030.25,13027.0,13030.25,104,13025.580545131375,13026.087718577957,13034.975498431899,13045.683791204568,13045.683791204568,13056.39208397724,13056.39208397724,13067.10037674991,13067.10037674991
13029.5,13029.5,13027.0,13027.25,50,13025.80313911386,13026.34600333841,13034.932473824905,13045.640766597575,13045.640766597575,13056.349059370246,13056.349059370246,13067.057352142916,13067.057352142916
13026.75,13028.25,13026.75,13027.75,30,13026.062720565345,13026.658002596541,13034.908553507992,13045.616846280662,13045.616846280662,13056.325139053333,13056.325139053333,13067.033431826003,13067.033431826003
13028.5,13030.75,13027.5,13029.25,89,13026.487691156633,13027.234002019532,13034.853193360448,13045.561486133118,13045.561486133118,13056.26977890579,13056.26977890579,13066.978071678459,13066.978071678459
13029.5,13031.25,13029.0,13029.0,60,13026.822665669084,13027.62644601519,13034.814841105166,13045.523133877836,13045.523133877836,13056.231426650507,13056.231426650507,13066.939719423177,13066.939719423177
13028.25,13028.75,13027.5,13028.25,89,13027.012976913207,13027.76501356737,13034.751649361886,13045.459942134556,13045.459942134556,13056.168234907227,13056.168234907227,13066.876527679897,13066.876527679897
